cid,isosmiles,mw,polararea,complexity,heavycnt,hbonddonor,hbondacc,rotbonds,mp
11,C(CCl)Cl,98.96,0.0,6.0,4,0,0,1,-35.52
13,C1=CC(=C(C=C1Cl)Cl)Cl,181.4,0.0,94.3,9,0,0,0,16.97
19,C1=CC(=C(C(=C1)O)O)C(=O)O,154.12,77.8,157.0,11,3,4,1,204.0
33,C(C=O)Cl,78.5,17.1,20.0,4,0,1,1,-16.3
34,C(CCl)O,80.51,20.2,10.0,4,1,1,1,-67.33
45,C(C(=O)O)(C(=O)O)O,120.06,94.8,103.0,8,3,5,2,157.0
49,CC(C)C(=O)C(=O)O,116.11,54.4,115.0,8,1,3,2,31.5
51,C(CC(=O)O)C(=O)C(=O)O,146.1,91.7,171.0,10,2,5,4,115.5
58,CCC(=O)C(=O)O,102.09,54.4,95.1,7,1,3,2,33.0
66,C1=CC(=C(C=C1Cl)O)Cl,163.0,20.2,97.1,9,1,1,0,59.0
71,C(CC(=O)C(=O)O)CC(=O)O,160.12,91.7,183.0,11,2,5,5,127.0
72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,77.8,157.0,11,3,4,1,221.0
79,C1=CC(=CN=C1)C#N,104.11,36.7,111.0,8,0,2,0,51.0
86,C1=CC(=C(C(=C1)O)N)C(=O)O,153.14,83.6,160.0,11,3,4,1,164.0
89,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,224.21,127.0,282.0,16,4,6,4,217.0
102,C1=CC(=CC(=C1)O)CO,124.14,40.5,83.0,9,2,2,1,73.0
107,C1=CC=C(C=C1)CCC(=O)O,150.17,37.3,126.0,11,1,2,3,107.0
108,C1=CC(=CN=C1)CC(=O)O,137.14,50.2,125.0,10,1,3,2,144.0
111,C(CNC(=O)N)C(=O)O,132.12,92.4,123.0,9,3,3,3,170.0
119,C(CC(=O)O)CN,103.12,63.3,62.7,7,2,3,3,203.0
125,C1=CC(=CC=C1CO)O,124.14,40.5,75.0,9,2,2,1,124.5
126,C1=CC(=CC=C1C=O)O,122.12,37.3,93.1,9,1,2,1,117.0
127,C1=CC(=CC=C1CC(=O)O)O,152.15,57.5,136.0,11,2,3,2,152.0
135,C1=CC(=CC=C1C(=O)O)O,138.12,57.5,125.0,10,2,3,1,214.5
138,C(CCN)CC(=O)O,117.15,63.3,72.8,8,2,3,4,157.5
140,CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO,436.7,80.9,624.0,31,4,4,6,232.0
174,C(CO)O,62.07,40.5,6.0,4,2,2,1,-12.9
176,CC(=O)O,60.05,37.3,31.0,4,1,2,0,16.63
177,CC=O,44.05,17.1,10.3,3,0,1,0,-123.1
179,CC(C(=O)C)O,88.11,37.3,58.6,6,1,2,1,15.0
187,CC(=O)OCC[N+](C)(C)C,146.21,26.3,115.0,10,0,2,4,148.0
190,C1=NC2=NC=NC(=C2N1)N,135.13,80.5,127.0,10,2,4,0,360.0
222,N,17.031,1.0,0.0,1,1,1,0,-77.8
239,C(CN)C(=O)O,89.09,63.3,52.8,6,2,3,2,200.0
241,C1=CC=CC=C1,78.11,0.0,15.5,6,0,0,0,5.64
243,C1=CC=C(C=C1)C(=O)O,122.12,37.3,104.0,9,1,2,1,122.29
244,C1=CC=C(C=C1)CO,108.14,20.2,55.4,8,1,1,1,-15.15
259,[Br-],79.9,0.0,0.0,1,0,1,0,-7.25
260,Br,80.91,0.0,0.0,1,1,0,0,-86.9
275,C(CON=C(N)N)C(C(=O)O)N,176.17,137.0,178.0,12,4,5,5,184.0
280,C(=O)=O,44.00899999999999,34.1,18.3,3,0,2,0,-56.5
284,C(=O)O,46.025,37.3,10.3,3,1,2,0,8.25
289,C1=CC=C(C(=C1)O)O,110.11,40.5,62.9,8,2,2,0,105.0
297,C,16.043,0.0,0.0,1,0,0,0,-182.59
307,C1=CC=C(C=C1)C=CC=O,132.16,17.1,121.0,10,0,1,2,-7.5
308,C1=CC=C(C=C1)C=CCO,134.17,20.2,101.0,10,1,1,2,33.0
311,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.12,132.0,227.0,13,4,7,5,153.0
312,[Cl-],35.45,0.0,0.0,1,0,1,0,-101.0
313,Cl,36.46,0.0,0.0,1,1,0,0,-114.21
323,C1=CC=C2C(=C1)C=CC(=O)O2,146.14,26.3,196.0,11,0,2,0,71.0
325,CC(C)C1=CC=C(C=C1)CO,150.22,20.2,101.0,11,1,1,2,28.0
340,CC1=C(C(=CC=C1)O)O,124.14,40.5,92.9,9,2,2,0,68.0
342,CC1=CC(=CC=C1)O,108.14,20.2,70.8,8,1,1,0,11.93
356,CCCCCCCC,114.23,0.0,25.0,8,0,0,5,-56.78
359,C1=C(C=C(C=C1O)O)O,126.11,60.7,63.3,9,3,3,0,218.5
379,CCCCCCCC(=O)O,144.21,37.3,89.3,10,1,2,6,16.43
385,C(CCC(=O)O)CCC(=O)O,160.17,74.6,125.0,11,2,4,6,106.0
403,C1=CC(=CC=C1N)O,109.13,46.2,66.9,8,2,2,0,187.5
408,CN1C(CCC1=O)C2=CN=CC=C2,176.21,33.2,205.0,13,0,2,1,41.0
409,C[N+]1(CCCC1C2=CN=CC=C2)[O-],178.23,31.0,186.0,13,0,2,1,-79.0
428,C(CN)CN,74.13,52.0,12.4,5,2,2,2,-12.0
447,C1=CC(=CC(=C1)Cl)C(=O)O,156.56,37.3,136.0,10,1,2,1,158.0
454,CCCCCCCC=O,128.21,17.1,59.6,9,0,1,6,-23.0
464,C1=CC=C(C=C1)C(=O)NCC(=O)O,179.17,66.4,197.0,13,2,3,3,191.5
487,CC(C(=O)O)C(=O)O,118.09,74.6,103.0,8,2,4,2,135.0
525,C(C(C(=O)O)O)C(=O)O,134.09,94.8,129.0,9,3,5,3,131.0
527,CCC=O,58.08,17.1,17.2,4,0,1,1,-80.25
528,CC(=O)OCCC(C(=O)O)N,161.16,89.6,157.0,11,2,5,5,200.0
540,C(#N)O,43.025,44.0,31.3,3,1,2,0,-86.0
541,C1=CC(=CC=C1C=O)[N+](=O)[O-],151.12,62.9,156.0,11,0,3,1,107.0
564,C(CCC(=O)O)CCN,131.17,63.3,83.1,9,2,3,5,205.0
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,168.19,13.1,170.0,13,0,1,0,86.5
586,CN(CC(=O)O)C(=N)N,131.13,90.4,134.0,9,3,3,3,303.0
614,C1CC(NC1)C(=O)O,115.13,49.3,103.0,8,2,3,1,205.0
660,C1CC(=O)OC2=CC=CC=C21,148.16,26.3,165.0,11,0,2,0,25.0
670,C(C(=O)CO)O,90.08,57.5,44.0,6,2,3,2,90.0
673,CN(C)CC(=O)O,103.12,40.5,70.1,7,1,3,2,185.5
674,CNC,45.08,12.0,2.8,3,1,1,0,-92.4
675,CC1=CC2=C(C=C1C)N=CN2,146.19,28.7,147.0,11,1,1,0,205.5
681,C1=CC(=C(C=C1CCN)O)O,153.18,66.5,119.0,11,3,3,2,128.0
700,C(CO)N,61.08,46.2,10.0,4,2,2,1,10.35
702,CCO,46.07,20.2,2.8,3,1,1,0,-114.08
712,C=O,30.026,17.1,2.0,2,0,1,0,-92.0
713,C(=O)N,45.041000000000004,43.1,12.3,3,1,1,0,2.54
750,C(C(=O)O)N,75.07,63.3,42.9,5,2,3,1,262.2
751,C(C(C=O)O)O,90.08,57.5,43.3,6,2,3,2,145.0
756,C(C=O)O,60.05,37.3,18.0,4,1,2,1,97.0
757,C(C(=O)O)O,76.05,57.5,40.2,5,2,3,1,79.75
768,C#N,27.025,23.8,10.0,2,0,1,0,-13.23
774,C1=C(NC=N1)CCN,111.15,54.7,64.7,8,2,2,2,86.0
777,CC1=NC=C(C(=N1)N)CO,139.16,72.0,109.0,10,2,4,1,198.0
780,C1=CC(=C(C=C1O)CC(=O)O)O,168.15,77.8,168.0,12,3,4,2,153.0
787,NO,33.03,46.2,2.0,2,2,2,0,33.0
790,C1=NC2=C(N1)C(=O)N=CN2,136.11,70.1,190.0,10,2,2,0,150.0
791,CCC(C)C(C(=O)O)N,131.17,63.3,103.0,9,2,3,3,275.0
798,C1=CC=C2C(=C1)C=CN2,117.15,15.8,101.0,9,1,0,0,52.33
802,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,175.18,53.1,205.0,13,2,2,2,168.5
807,II,253.808,0.0,0.0,2,0,0,0,113.77
811,C=C(CC(=O)O)C(=O)O,130.1,74.6,158.0,9,2,4,3,175.0
836,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,197.19,104.0,209.0,14,4,5,3,270.0
849,C1CCNC(C1)C(=O)O,129.16,49.3,114.0,9,2,3,1,264.0
867,C(C(=O)O)C(=O)O,104.06,74.6,83.1,7,2,4,2,135.0
887,CO,32.042,20.2,2.0,2,1,1,0,-97.75
892,C1(C(C(C(C(C1O)O)O)O)O)O,180.16,121.0,104.0,12,6,6,0,237.25
896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.28,54.1,270.0,17,2,2,4,117.0
904,CC(=O)NC1=CC=CC=C1,135.16,29.1,116.0,10,1,1,1,114.3
931,C1=CC=C2C=CC=CC2=C1,128.16899999999998,0.0,80.6,10,0,0,0,80.18
938,C1=CC(=CN=C1)C(=O)O,123.11,50.2,114.0,9,1,3,1,236.7
944,[N+](=O)(O)[O-],63.01300000000001,66.0,24.8,4,1,3,0,-41.6
947,N#N,28.014,47.6,8.0,2,0,2,0,-210.0
949,CN(C)C1=CC=CC=C1,121.18,3.2,72.6,9,0,1,1,2.4
957,CCCCCCCCO,130.22899999999998,20.2,43.8,9,1,1,6,-15.3
962,O,18.015,1.0,0.0,1,1,1,0,0.0
967,C1=C(NC(=O)NC1=O)C(=O)O,156.1,95.5,268.0,11,3,4,1,345.5
970,C(C(=O)C(=O)O)C(=O)O,132.07,91.7,158.0,9,2,5,3,161.0
971,C(=O)(C(=O)O)O,90.03,74.6,71.5,6,2,4,1,189.5
977,O=O,31.999000000000002,34.1,0.0,2,0,2,0,-218.4
978,C1=CC(=CC=C1C(=O)O)N,137.14,63.3,128.0,10,2,3,1,188.5
980,C1=CC(=CC=C1[N+](=O)[O-])O,139.11,66.0,123.0,10,1,3,0,113.8
984,CCCCCCCCCCCCCCCC=O,240.42,17.1,143.0,17,0,1,14,35.0
995,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,178.23,0.0,174.0,14,0,0,0,99.1
997,C1=CC=C(C=C1)CC(=O)C(=O)O,164.16,54.4,180.0,12,1,3,3,154.0
998,C1=CC=C(C=C1)CC=O,120.15,17.1,82.6,9,0,1,2,33.5
999,C1=CC=C(C=C1)CC(=O)O,136.15,37.3,114.0,10,1,2,2,76.6
1000,C1=CC=C(C=C1)C(CN)O,137.18,46.2,89.3,10,2,2,2,56.5
1001,C1=CC=C(C=C1)CCN,121.18,26.0,65.0,9,1,1,2,-60.0
1018,C1=CC=NC(=C1)C(=O)O,123.11,50.2,114.0,9,1,3,1,136.5
1030,CC(CO)O,76.09,40.5,20.9,5,2,2,1,-59.67
1031,CCCO,60.1,20.2,7.2,4,1,1,1,-126.55
1043,C1=CN=C2C(=N1)C=NC=N2,132.12,51.6,116.0,10,0,4,0,139.5
1045,C(CCN)CN,88.15,52.0,17.5,6,2,2,3,27.5
1046,C1=CN=C(C=N1)C(=O)N,123.11,68.9,115.0,9,1,3,1,192.0
1048,C1=CNN=C1,68.08,28.7,28.1,5,1,1,0,68.0
1049,C1=CC=NC=C1,79.1,12.9,30.9,6,0,1,0,-41.8
1050,CC1=NC=C(C(=C1O)C=O)CO,167.16,70.4,162.0,12,2,4,2,165.0
1054,CC1=NC=C(C(=C1O)CO)CO,169.18,73.6,142.0,12,3,4,2,160.5
1057,C1=CC(=C(C(=C1)O)O)O,126.11,60.7,84.3,9,3,3,0,133.0
1060,CC(=O)C(=O)O,88.06,54.4,84.0,6,1,3,1,13.8
1088,CNCC(=O)O,89.09,49.3,52.8,6,2,3,2,208.0
1103,C(CCNCCCN)CNCCCN,202.34,76.1,86.1,14,4,4,11,29.0
1110,C(CC(=O)O)C(=O)O,118.09,74.6,92.6,8,2,4,3,188.0
1140,CC1=CC=CC=C1,92.14,0.0,42.0,7,0,0,0,-94.95
1146,CN(C)C,59.11,3.2,8.0,4,0,1,0,-117.06
1148,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,204.22,79.1,245.0,15,3,3,3,293.0
1150,C1=CC=C2C(=C1)C(=CN2)CCN,160.22,41.8,147.0,12,2,1,2,118.0
1176,C(=O)(N)N,60.056000000000004,69.1,29.0,4,2,1,0,132.47
1183,COC1=C(C=CC(=C1)C=O)O,152.15,46.5,135.0,11,1,3,2,81.5
1237,COC1=C(C=CC(=C1)C(CN)O)O,183.2,75.7,154.0,13,3,4,3,204.0
1256,CC(=C)C1CCC(=CC1)C(=O)O,166.22,37.3,238.0,12,1,2,2,60.0
1292,C1=CC=C(C=C1)C(C(=O)O)O,152.15,57.5,138.0,11,2,3,2,123.5
1317,C(CCCCCN)CCCCN,172.31,52.0,64.2,12,2,2,9,62.5
1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,180.2,25.8,183.0,14,0,2,0,117.0
1322,CNNC,60.1,24.1,6.0,4,2,2,1,-9.0
1346,COC1=CC=CC=C1N2CCNCC2,192.26,24.5,169.0,14,1,3,2,38.5
1374,C1C(C(C(C(N1)CO)O)O)O,163.17,93.0,132.0,11,5,5,1,206.0
1388,CN1CCC(=CC1)C2=CC=CC=C2,173.25,3.2,189.0,13,0,1,1,40.0
1390,CN1C=CN=C1,82.1,17.8,44.8,6,0,1,0,-6.0
1483,C1=C(C=C(C(=C1Br)O)Br)Br,330.8,20.2,108.0,10,1,1,0,95.5
1488,COC(=O)COC1=C(C=C(C=C1)Cl)Cl,235.06,35.5,199.0,14,0,3,4,119.0
1489,C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,249.09,46.5,211.0,15,1,3,5,118.0
1530,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,224.26,56.7,264.0,17,1,3,1,327.0
1531,CC(CO)(CO)N,105.14,66.5,51.7,7,3,3,2,110.0
1539,C1C2=CC=CC=C2C3=C1C=C(C=C3)N,181.23,26.0,213.0,14,1,1,0,129.0
1639,C1=NNC(=N1)N,84.08,67.6,44.8,6,2,3,0,159.0
1645,C1=CC(=CC(=C1)N)C(=O)N,136.15,69.1,136.0,10,2,2,1,115.5
1662,CC(CC(=O)O)(CC(=O)O)O,162.14,94.8,158.0,11,3,5,4,105.0
1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,194.19,78.1,268.0,14,2,3,2,288.0
1678,C(C[N+](=O)[O-])C(=O)O,119.08,83.1,104.0,8,1,4,2,62.0
1725,C1=CC(=CC=C1C(=N)N)N,135.17,75.9,125.0,10,3,2,1,182.0
1731,C1=CC(=C(C=C1O)O)Cl,144.55,40.5,97.1,9,2,2,0,107.0
1732,CC1=C(C=CC(=C1)O)Cl,142.58,20.2,94.9,9,1,1,0,66.67
1738,COC1=C(C=CC(=C1)CC(=O)O)O,182.17,66.8,181.0,13,2,4,3,143.5
1742,C1=CC(=CC=C1C(=O)NN)O,152.15,75.4,141.0,11,3,3,1,265.0
1752,CCCCCCCCCC1=CC=C(C=C1)O,220.35,20.2,148.0,16,1,1,8,42.0
1832,CN(C)CCC1=CNC2=C1C=C(C=C2)OC,218.29,28.3,220.0,16,1,2,4,69.5
1833,COC1=CC2=C(C=C1)NC=C2CCN,190.24,51.0,186.0,14,2,2,3,121.5
1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,224.22,78.7,322.0,16,1,4,2,158.0
1923,C1=CC2=C(C(=C1)O)N=CC=C2,145.16,33.1,138.0,11,1,2,0,75.5
1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,198.26,38.9,229.0,15,1,2,0,183.5
1978,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,336.4,87.7,401.0,24,3,5,10,121.0
1981,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,415.8,94.8,620.0,29,1,6,7,151.5
1984,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,271.27,75.6,350.0,20,2,4,4,187.0
1988,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,269.77,29.5,260.0,18,0,2,6,10.6
1990,CC(=O)NO,75.07,49.3,42.9,5,2,2,0,90.5
1999,CCC(C1=CC=CC=C1)C(=O)NC(=O)NC(=O)C,248.28,75.3,322.0,18,2,3,3,100.5
2005,CC(=O)NCCCCCC(=O)O,173.21,66.4,156.0,12,2,3,6,104.5
2031,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,311.4,29.5,311.0,23,0,3,9,113.5
2075,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,200.58,88.9,228.0,13,1,3,1,172.0
2078,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,269.77,29.5,248.0,18,0,2,6,40.0
2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,239.31,72.7,227.0,17,4,4,5,151.0
2087,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,364.9,0.0,481.0,18,0,0,0,104.0
2119,CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.35,41.5,231.0,18,2,3,8,108.0
2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.28,48.4,148.0,15,0,6,3,173.0
2130,C1C2CC3CC1CC(C2)(C3)N,151.25,26.0,144.0,11,1,1,0,180.0
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,232.28,72.2,321.0,17,2,3,2,149.5
2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,194.19,92.4,222.0,14,3,4,3,198.5
2151,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,203.24,49.6,305.0,15,1,3,1,109.0
2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,180.16,69.3,267.0,13,1,3,0,273.33
2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,277.4,3.2,331.0,21,0,1,3,196.5
2164,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,226.27,75.3,303.0,16,2,3,4,157.0
2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,355.9,48.4,406.0,25,2,4,6,208.0
2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,313.8,36.9,424.0,22,1,3,1,175.5
2180,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,457.4,202.0,638.0,32,7,12,7,214.0
2181,C1CCNC(C1)C2=CN=CC=C2,162.23,24.9,136.0,12,1,2,1,9.0
2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,293.4,78.3,456.0,22,0,4,4,130.14
2197,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,252.26,43.4,344.0,19,0,3,2,156.5
2200,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,265.35,27.6,314.0,20,1,2,5,120.0
2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,226.23,57.5,287.0,17,2,3,0,179.0
2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,188.23,23.6,267.0,14,0,2,1,113.67
2214,CC(=O)C1=CC(=C(C=C1)O)OC,166.17,46.5,167.0,12,1,3,2,115.0
2218,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,322.5,6.5,332.0,24,0,2,8,120.5
2244,CC(=O)OC1=CC=CC=C1C(=O)O,180.16,63.6,212.0,13,1,4,3,135.0
2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,266.34,84.6,263.0,19,3,4,8,147.0
2259,C1=CC(=C(C=C1C(=C2C=CC(=O)C(=C2)C(=O)O)C3=CC(=C(C=C3)O)C(=O)O)C(=O)O)O,422.3,169.0,841.0,31,5,9,5,300.0
2272,C1=CC=C(C=C1)N=NC2=CC=CC=C2,182.22,24.7,157.0,14,0,2,2,68.12
2284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,213.66,63.3,191.0,14,2,3,4,207.0
2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,340.4,43.5,384.0,25,0,4,8,43.0
2292,CCCCNCC(C1=CC=C(C=C1)O)O,209.28,52.5,156.0,15,3,3,6,124.0
2294,CCC1(C(=O)NC(=O)NC1=O)CC,184.19,75.3,247.0,13,2,3,2,190.0
2310,CCC1(CC(=O)NC(=O)C1)C,155.19,46.2,182.0,11,1,2,1,126.5
2313,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,282.29,64.4,357.0,21,1,4,5,160.0
2314,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,223.22,56.8,279.0,16,1,4,2,129.8
2331,C1=CC=C(C=C1)C(=O)N,121.14,43.1,106.0,9,1,1,1,129.4
2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,424.1,50.4,405.0,22,1,3,3,151.0
2337,CCOC(=O)C1=CC=C(C=C1)N,165.19,52.3,151.0,12,1,3,3,92.0
2342,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC,404.5,68.3,582.0,29,0,6,7,131.0
2347,CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2,312.4,52.6,374.0,23,0,4,9,-35.0
2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,336.4,40.8,488.0,25,0,4,2,145.0
2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,216.19,48.7,325.0,16,0,4,1,188.0
2360,C(C(C(=O)O)N)NC(=O)C(=O)O,176.13,130.0,214.0,12,4,6,4,206.0
2365,C1COC1=O,72.06,26.3,57.9,5,0,2,0,-33.4
2368,CNC(=NC)NCC1=CC=CC=C1,177.25,36.4,160.0,13,2,1,4,196.0
2369,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,307.4,50.7,286.0,22,2,4,11,71.0
2374,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,222.32,40.5,208.0,16,2,2,2,218.0
2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,325.4,60.0,278.0,23,2,5,12,100.0
2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,292.13,62.2,308.0,17,2,3,2,207.5
2442,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,376.13,29.3,256.0,18,1,2,3,238.0
2447,CC(C)C(C(=O)NC(=O)N)Br,223.07,72.2,170.0,11,2,2,2,154.0
2450,C(C(CO)([N+](=O)[O-])Br)O,199.99,86.3,107.0,9,2,4,2,131.5
2453,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,302.95,33.1,191.0,13,1,2,0,196.0
2461,CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2,266.34,66.5,375.0,19,1,3,4,84.0
2466,CCCCOC1=CC=C(C=C1)CC(=O)NO,223.27,58.6,200.0,16,2,3,6,154.0
2473,CC(C)(C)NCC(COC1=CC=CC=C1C#N)O,248.32,65.3,290.0,18,2,4,6,164.0
2475,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,271.78,41.5,242.0,18,2,3,6,221.0
2479,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,212.25,75.3,292.0,15,2,3,3,166.5
2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,224.26,75.3,327.0,16,2,3,4,138.5
2482,CCCCOC(=O)C1=CC=C(C=C1)N,193.24,52.3,174.0,14,1,3,5,58.0
2543,CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O,310.4,29.5,391.0,23,1,2,4,77.0
2551,C[N+](C)(C)CCOC(=O)N,147.2,52.3,117.0,10,1,2,4,210.0
2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.27,46.3,326.0,18,1,1,0,190.2
2578,C(CCl)NC(=O)N(CCCl)N=O,214.05,61.8,156.0,12,1,3,4,31.0
2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,273.71,53.1,362.0,19,2,2,2,197.5
2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,406.5,75.7,508.0,30,3,5,10,114.5
2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,379.5,90.9,474.0,27,3,5,10,111.0
2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,53.0,443.0,27,1,5,8,112.5
2682,CCCCCCCCCCCCCCCCO,242.44,20.2,123.0,17,1,1,14,49.3
2707,C(C(Cl)(Cl)Cl)(O)O,165.4,40.5,56.4,7,2,2,0,57.0
2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.2,40.5,250.0,19,1,3,9,65.0
2712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,299.75,48.2,580.0,21,1,3,1,236.2
2713,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,505.4,178.0,649.0,34,6,2,13,134.0
2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,214.04,33.1,191.0,13,1,2,0,179.5
2723,CC1=CC(=CC(=C1Cl)C)O,156.61,20.2,104.0,10,1,1,0,115.25
2724,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,245.66,81.8,219.0,16,2,4,6,90.0
2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,213.66,38.3,197.0,14,1,2,3,41.0
2733,C1=CC2=C(C=C1Cl)NC(=O)O2,169.56,38.3,185.0,11,1,2,0,191.5
2747,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,262.3,24.4,357.0,20,1,1,3,103.5
2749,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,207.27,40.5,325.0,15,1,2,1,144.0
2754,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,369.5,81.9,485.0,27,1,5,7,160.0
2757,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,294.4,36.4,412.0,22,1,3,3,210.5
2758,CC1(C2CCC(O1)(CC2)C)C,154.25,9.2,164.0,11,0,1,0,1.5
2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,262.22,88.4,449.0,19,1,7,2,261.0
2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,289.15,46.5,333.0,18,1,3,4,115.0
2782,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl,325.8,21.1,377.0,23,0,2,4,167.0
2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,305.5,33.1,193.0,13,1,2,0,178.5
2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,473.4,40.0,829.0,33,1,4,4,211.0
